zipcode,city,metro,state,date,longitude,latitude,median_sale_price,median_list_price,homes_sold,pending_sales,new_listings,inventory,median_dom,avg_sale_to_list,Total Population,price
20135,Bluemont,DC_Metro,Virginia,2016-03-31,-77.8467,39.0823,176500.0,524950.0,6.0,8.0,12.0,27.0,26.0,0.936198605342731,2835.0,406624.7382362221
20135,Bluemont,DC_Metro,Virginia,2016-04-30,-77.8467,39.0823,250000.0,474900.0,11.0,16.0,16.0,23.0,40.5,0.9345321954799944,2835.0,400838.8062573763
20135,Bluemont,DC_Metro,Virginia,2016-05-31,-77.8467,39.0823,470000.0,499800.0,11.0,18.0,23.0,31.0,79.0,0.9546085039909648,2835.0,397435.85135179287
20135,Bluemont,DC_Metro,Virginia,2016-06-30,-77.8467,39.0823,480000.0,499800.0,16.0,22.0,25.0,29.0,151.0,0.9580076003718636,2835.0,397533.3565248686
20135,Bluemont,DC_Metro,Virginia,2016-07-31,-77.8467,39.0823,490000.0,462400.0,17.0,20.0,26.0,30.0,195.0,0.955041711739472,2835.0,395457.8223345517
20135,Bluemont,DC_Metro,Virginia,2016-08-31,-77.8467,39.0823,457500.0,359900.0,18.0,19.0,21.0,34.0,183.0,0.9608168307873548,2835.0,394036.4472263705
20135,Bluemont,DC_Metro,Virginia,2016-09-30,-77.8467,39.0823,450000.0,364500.0,13.0,14.0,20.0,35.0,89.5,0.9588783106787548,2835.0,396538.33195004
20135,Bluemont,DC_Metro,Virginia,2016-10-31,-77.8467,39.0823,450000.0,440995.0,9.0,10.0,18.0,29.0,59.5,0.9817463621575768,2835.0,401299.13783914485
20135,Bluemont,DC_Metro,Virginia,2016-11-30,-77.8467,39.0823,470000.0,460500.0,9.0,9.0,12.0,27.0,79.5,0.9553500273718368,2835.0,406288.3980933199
20135,Bluemont,DC_Metro,Virginia,2016-12-31,-77.8467,39.0823,499950.0,475500.0,12.0,11.0,6.0,19.0,136.0,0.9236471526033834,2835.0,409169.84094674303
20135,Bluemont,DC_Metro,Virginia,2017-01-31,-77.8467,39.0823,489900.0,685000.0,11.0,10.0,7.0,20.0,141.5,0.9180141763838732,2940.0,410755.818113728
20135,Bluemont,DC_Metro,Virginia,2017-02-28,-77.8467,39.0823,467500.0,549000.0,8.0,9.0,11.0,16.0,153.0,0.9116543894108442,2940.0,410660.8108543718
20135,Bluemont,DC_Metro,Virginia,2017-03-31,-77.8467,39.0823,275500.0,519000.0,7.0,11.0,18.0,16.0,158.0,0.9751014589772752,2940.0,412320.2608497852
20135,Bluemont,DC_Metro,Virginia,2017-04-30,-77.8467,39.0823,370000.0,465000.0,11.0,21.0,23.0,16.0,148.5,0.9844875733021244,2940.0,411826.3966895004
20135,Bluemont,DC_Metro,Virginia,2017-05-31,-77.8467,39.0823,369000.0,465000.0,18.0,22.0,25.0,16.0,43.0,0.9857695474218274,2940.0,409186.6892472924
20135,Bluemont,DC_Metro,Virginia,2017-06-30,-77.8467,39.0823,489000.0,624450.0,19.0,21.0,20.0,14.0,26.5,0.9737413338153617,2940.0,404549.1406477505
20135,Bluemont,DC_Metro,Virginia,2017-07-31,-77.8467,39.0823,368000.0,449450.0,21.0,14.0,18.0,16.0,33.0,0.9629535786236064,2940.0,402833.8350244937
20135,Bluemont,DC_Metro,Virginia,2017-08-31,-77.8467,39.0823,325000.0,299900.0,14.0,12.0,15.0,17.0,69.5,0.94757206593082,2940.0,401381.9203960216
20135,Bluemont,DC_Metro,Virginia,2017-09-30,-77.8467,39.0823,264950.0,354950.0,10.0,7.0,14.0,15.0,69.5,0.9530533931279414,2940.0,399636.8473696827
20135,Bluemont,DC_Metro,Virginia,2017-10-31,-77.8467,39.0823,260000.0,465000.0,7.0,10.0,17.0,24.0,46.5,0.975455035120099,2940.0,396794.0335513339
20135,Bluemont,DC_Metro,Virginia,2017-11-30,-77.8467,39.0823,315000.0,599499.5,8.0,11.0,16.0,19.0,39.0,0.9803606870589172,2940.0,392368.81621248537
20135,Bluemont,DC_Metro,Virginia,2017-12-31,-77.8467,39.0823,300000.0,599000.0,11.0,10.0,17.0,17.0,38.0,0.96720179653747,2940.0,388568.1954576977
20135,Bluemont,DC_Metro,Virginia,2018-01-31,-77.8467,39.0823,293900.0,494950.0,9.0,10.0,8.0,14.0,34.0,0.9433396227979156,2895.0,385754.9806188128
20135,Bluemont,DC_Metro,Virginia,2018-02-28,-77.8467,39.0823,293900.0,364900.0,13.0,11.0,10.0,14.0,35.5,0.9444371523731336,2895.0,388894.0327006944
20135,Bluemont,DC_Metro,Virginia,2018-03-31,-77.8467,39.0823,326150.0,415000.0,10.0,23.0,19.0,15.0,37.0,0.9397027318056064,2895.0,391641.8622113995
20135,Bluemont,DC_Metro,Virginia,2018-04-30,-77.8467,39.0823,354500.0,550000.0,16.0,23.0,24.0,17.0,12.5,0.9658242509056886,2895.0,395967.9718019076
20135,Bluemont,DC_Metro,Virginia,2018-05-31,-77.8467,39.0823,422500.0,427500.0,18.0,24.0,32.0,20.0,26.5,0.9748244280616664,2895.0,398259.95778413786
20135,Bluemont,DC_Metro,Virginia,2018-06-30,-77.8467,39.0823,430000.0,482350.0,21.0,18.0,28.0,21.0,26.5,0.9823659318542012,2895.0,400503.9170973594
20135,Bluemont,DC_Metro,Virginia,2018-07-31,-77.8467,39.0823,430000.0,449900.0,21.0,18.0,24.0,17.0,46.0,0.969023621769241,2895.0,399522.9300648345
20135,Bluemont,DC_Metro,Virginia,2018-08-31,-77.8467,39.0823,350000.0,436900.0,18.0,17.0,16.0,15.0,52.0,0.9639294547475808,2895.0,399129.5556308355
20135,Bluemont,DC_Metro,Virginia,2018-09-30,-77.8467,39.0823,325000.0,399000.0,17.0,13.0,9.0,16.0,50.5,0.9602949923133692,2895.0,399002.4338245117
20135,Bluemont,DC_Metro,Virginia,2018-10-31,-77.8467,39.0823,407000.0,399500.0,11.0,10.0,12.0,20.0,52.0,0.9653143800704168,2895.0,400362.8357261775
20135,Bluemont,DC_Metro,Virginia,2018-11-30,-77.8467,39.0823,560000.0,425000.0,9.0,11.0,11.0,19.0,75.0,0.9700662131138118,2895.0,400386.2811432
20135,Bluemont,DC_Metro,Virginia,2018-12-31,-77.8467,39.0823,600000.0,400000.0,7.0,11.0,11.0,15.0,72.0,0.9704203687806452,2895.0,398451.3707673193
20135,Bluemont,DC_Metro,Virginia,2019-01-31,-77.8467,39.0823,489234.5,382450.0,8.0,11.0,6.0,10.0,112.0,0.9753963225765228,3177.0,397365.7258423018
20135,Bluemont,DC_Metro,Virginia,2019-02-28,-77.8467,39.0823,399000.0,537200.0,7.0,10.0,6.0,13.0,74.0,0.9758876573051491,3177.0,397315.9103032389
20135,Bluemont,DC_Metro,Virginia,2019-03-31,-77.8467,39.0823,389950.0,499000.0,10.0,11.0,9.0,13.0,91.5,0.9763992215032196,3177.0,400293.5158157847
20135,Bluemont,DC_Metro,Virginia,2019-04-30,-77.8467,39.0823,427450.0,449450.0,8.0,11.0,16.0,18.0,91.5,0.9763070948519508,3177.0,402472.1920428244
20135,Bluemont,DC_Metro,Virginia,2019-05-31,-77.8467,39.0823,389950.0,506950.0,12.0,14.0,28.0,26.0,68.0,0.9867617843423832,3177.0,403729.8565130201
20135,Bluemont,DC_Metro,Virginia,2019-06-30,-77.8467,39.0823,327500.0,649000.0,9.0,16.0,27.0,24.0,54.0,0.9916037373322648,3177.0,403193.1828545472
20135,Bluemont,DC_Metro,Virginia,2019-07-31,-77.8467,39.0823,307500.0,662750.0,12.0,17.0,24.0,24.0,49.5,0.9909022843963164,3177.0,402976.0158863687
20135,Bluemont,DC_Metro,Virginia,2019-08-31,-77.8467,39.0823,350000.0,499999.0,13.0,17.0,13.0,22.0,56.0,0.9793928882629964,3177.0,402990.6686278863
20135,Bluemont,DC_Metro,Virginia,2019-09-30,-77.8467,39.0823,375000.0,476750.0,15.0,18.0,16.0,21.0,56.0,0.9805741755616632,3177.0,402441.24318081327
20135,Bluemont,DC_Metro,Virginia,2019-10-31,-77.8467,39.0823,447450.0,469000.0,16.0,18.0,20.0,22.0,55.0,0.9632934412695616,3177.0,401573.7716634124
20135,Bluemont,DC_Metro,Virginia,2019-11-30,-77.8467,39.0823,447450.0,439934.0,12.0,20.0,19.0,19.0,57.0,0.9681591067069656,3177.0,400662.83690635394
20135,Bluemont,DC_Metro,Virginia,2019-12-31,-77.8467,39.0823,330000.0,372450.0,12.0,16.0,16.0,18.0,60.5,0.9602156930053284,3177.0,400417.0175850656
20135,Bluemont,DC_Metro,Virginia,2020-01-31,-77.8467,39.0823,335000.0,395000.0,11.0,19.0,11.0,15.0,70.0,0.9812159997854714,3187.0,402438.14589942805
20135,Bluemont,DC_Metro,Virginia,2020-02-29,-77.8467,39.0823,335000.0,680000.0,17.0,15.0,16.0,17.0,70.0,0.9932554741008918,3187.0,406073.2869775717
20135,Bluemont,DC_Metro,Virginia,2020-03-31,-77.8467,39.0823,469900.0,549900.0,17.0,20.0,19.0,14.0,90.5,1.001527928495752,3187.0,412683.8816562073
20135,Bluemont,DC_Metro,Virginia,2020-04-30,-77.8467,39.0823,563500.0,550000.0,21.0,15.0,19.0,11.0,54.0,1.0061298993780416,3187.0,418435.9807350564
20135,Bluemont,DC_Metro,Virginia,2020-05-31,-77.8467,39.0823,563500.0,415000.0,15.0,13.0,15.0,12.0,49.0,1.0035943700077008,3187.0,422730.311655622
20135,Bluemont,DC_Metro,Virginia,2020-06-30,-77.8467,39.0823,488500.0,550000.0,12.0,13.0,13.0,12.0,36.0,0.9926705447131278,3187.0,424686.24946649215
20135,Bluemont,DC_Metro,Virginia,2020-07-31,-77.8467,39.0823,420500.0,550000.0,8.0,18.0,17.0,16.0,38.0,0.9893924371302292,3187.0,426808.13330939575
20135,Bluemont,DC_Metro,Virginia,2020-08-31,-77.8467,39.0823,532500.0,550000.0,14.0,25.0,15.0,10.0,41.0,0.9767330948126898,3187.0,430718.6170185695
20135,Bluemont,DC_Metro,Virginia,2020-09-30,-77.8467,39.0823,652500.0,679900.0,22.0,21.0,17.0,12.0,79.0,0.9533170982267783,3187.0,436421.0920245473
20135,Bluemont,DC_Metro,Virginia,2020-10-31,-77.8467,39.0823,700000.0,624700.0,23.0,21.0,16.0,10.0,79.0,0.9546471268848564,3187.0,443145.7897471388
20135,Bluemont,DC_Metro,Virginia,2020-11-30,-77.8467,39.0823,750000.0,549500.0,17.0,19.0,19.0,12.0,49.0,0.9522867069339038,3187.0,450807.9064107871
20135,Bluemont,DC_Metro,Virginia,2020-12-31,-77.8467,39.0823,560000.0,542250.0,13.0,19.0,16.0,11.0,13.0,1.0049677802071544,3187.0,458540.31431891903
20135,Bluemont,DC_Metro,Virginia,2021-01-31,-77.8467,39.0823,552500.0,574500.0,14.0,18.0,16.0,9.0,45.5,1.002905263562446,3652.0,466507.9141860856
20135,Bluemont,DC_Metro,Virginia,2021-02-28,-77.8467,39.0823,641400.0,589000.0,15.0,16.0,11.0,8.0,51.0,0.9877937840467114,3652.0,475015.67971487314
20135,Bluemont,DC_Metro,Virginia,2021-03-31,-77.8467,39.0823,645200.0,619500.0,16.0,15.0,14.0,7.0,53.0,0.9872179208124188,3652.0,484508.9114232859
20135,Bluemont,DC_Metro,Virginia,2021-04-30,-77.8467,39.0823,717000.0,427500.0,17.0,19.0,16.0,11.0,39.0,1.0135900848734367,3652.0,494880.5310075276
20135,Bluemont,DC_Metro,Virginia,2021-05-31,-77.8467,39.0823,562500.0,505000.0,20.0,23.0,27.0,13.0,33.5,1.032134273034782,3652.0,505176.1320293591
20135,Bluemont,DC_Metro,Virginia,2021-06-30,-77.8467,39.0823,530000.0,505000.0,24.0,26.0,27.0,13.0,32.5,1.0286651643836024,3652.0,512742.085660636
20135,Bluemont,DC_Metro,Virginia,2021-07-31,-77.8467,39.0823,525000.0,504000.0,23.0,26.0,24.0,13.0,35.0,1.0156058428721062,3652.0,515026.1818656377
20135,Bluemont,DC_Metro,Virginia,2021-08-31,-77.8467,39.0823,607500.0,489000.0,20.0,19.0,15.0,11.0,37.0,0.9999885669757768,3652.0,511842.41363365593
20135,Bluemont,DC_Metro,Virginia,2021-09-30,-77.8467,39.0823,685000.0,425000.0,15.0,16.0,15.0,10.0,39.0,0.984864177881104,3652.0,506055.7998747759
20135,Bluemont,DC_Metro,Virginia,2021-10-31,-77.8467,39.0823,552000.0,539900.0,14.0,14.0,11.0,8.0,40.0,0.973556919772296,3652.0,501476.0341849099
20135,Bluemont,DC_Metro,Virginia,2021-11-30,-77.8467,39.0823,435000.0,539900.0,15.0,11.0,9.0,6.0,53.5,0.9709290245720352,3652.0,500524.3224013793
20135,Bluemont,DC_Metro,Virginia,2021-12-31,-77.8467,39.0823,440000.0,557450.0,12.0,10.0,4.0,4.0,56.0,0.9780342892869712,3652.0,501975.35370583687
20135,Bluemont,DC_Metro,Virginia,2022-01-31,-77.8467,39.0823,445000.0,575000.0,9.0,7.0,3.0,1.0,115.0,0.9697650216746968,3341.0,508496.7350821513
20135,Bluemont,DC_Metro,Virginia,2022-02-28,-77.8467,39.0823,567054.5,424950.0,6.0,7.0,4.0,1.0,115.0,0.983420082778499,3341.0,518010.6325199495
20135,Bluemont,DC_Metro,Virginia,2022-03-31,-77.8467,39.0823,599999.0,550000.0,7.0,5.0,9.0,4.0,115.0,0.98644142703256,3341.0,531680.8967818248
20135,Bluemont,DC_Metro,Virginia,2022-04-30,-77.8467,39.0823,599999.0,549900.0,7.0,7.0,17.0,9.0,18.0,0.9990148281022296,3341.0,545087.9450891534
20135,Bluemont,DC_Metro,Virginia,2022-05-31,-77.8467,39.0823,500000.0,550000.0,11.0,19.0,25.0,11.0,19.0,1.0005189748002783,3341.0,556034.6595597857
20135,Bluemont,DC_Metro,Virginia,2022-06-30,-77.8467,39.0823,540000.0,549900.0,15.0,21.0,27.0,13.0,23.5,1.0140615681660905,3341.0,562029.3148131724
20135,Bluemont,DC_Metro,Virginia,2022-07-31,-77.8467,39.0823,575000.0,567500.0,19.0,22.0,22.0,10.0,28.5,1.005115280286952,3341.0,562342.130771544
20135,Bluemont,DC_Metro,Virginia,2022-08-31,-77.8467,39.0823,604050.0,505000.0,18.0,15.0,15.0,9.0,39.0,0.9988043390914564,3341.0,558301.8966317582
20135,Bluemont,DC_Metro,Virginia,2022-09-30,-77.8467,39.0823,525000.0,519500.0,14.0,14.0,12.0,7.0,58.5,0.9614137072061976,3341.0,553139.1702959442
20135,Bluemont,DC_Metro,Virginia,2022-10-31,-77.8467,39.0823,505000.0,520000.0,13.0,10.0,11.0,6.0,78.0,0.962599647968358,3341.0,548099.3405472263
20135,Bluemont,DC_Metro,Virginia,2022-11-30,-77.8467,39.0823,505000.0,709999.5,11.0,7.0,8.0,4.0,69.5,0.9625940179854128,3341.0,544602.686583462
20135,Bluemont,DC_Metro,Virginia,2022-12-31,-77.8467,39.0823,502500.0,925000.0,8.0,4.0,3.0,2.0,47.0,0.9834403552862504,3341.0,541452.6014263965
20135,Bluemont,DC_Metro,Virginia,2023-01-31,-77.8467,39.0823,500000.0,925000.0,5.0,2.0,3.0,2.0,63.0,0.9604463014565224,3359.0,538768.3577785987
20135,Bluemont,DC_Metro,Virginia,2023-02-28,-77.8467,39.0823,1038500.0,375000.0,2.0,4.0,3.0,2.0,110.5,0.9395272871023448,3359.0,537277.5800269797
20135,Bluemont,DC_Metro,Virginia,2023-03-31,-77.8467,39.0823,495000.0,375000.0,5.0,3.0,5.0,2.0,36.0,0.9811442481742711,3359.0,539217.2886518822
20135,Bluemont,DC_Metro,Virginia,2023-04-30,-77.8467,39.0823,385500.0,375000.0,4.0,7.0,7.0,2.0,17.5,1.014,3359.0,544883.9113404285
20135,Bluemont,DC_Metro,Virginia,2023-05-31,-77.8467,39.0823,385500.0,565000.0,6.0,6.0,11.0,8.0,18.5,1.0093333333333334,3359.0,552129.1224686772
20135,Bluemont,DC_Metro,Virginia,2023-06-30,-77.8467,39.0823,720000.0,599900.0,7.0,13.0,15.0,7.0,25.0,0.9985287223928924,3359.0,558468.5891394907
20135,Bluemont,DC_Metro,Virginia,2023-07-31,-77.8467,39.0823,720000.0,614450.0,11.0,13.0,20.0,9.0,41.0,1.0148333426737148,3359.0,562322.9096940364
20135,Bluemont,DC_Metro,Virginia,2023-08-31,-77.8467,39.0823,659500.0,689500.0,12.0,14.0,18.0,11.0,47.0,0.999713831345825,3359.0,564047.8065910733
20135,Bluemont,DC_Metro,Virginia,2023-09-30,-77.8467,39.0823,599000.0,699900.0,11.0,14.0,15.0,12.0,60.0,0.9940094951976576,3359.0,564048.8414235617
20135,Bluemont,DC_Metro,Virginia,2023-10-31,-77.8467,39.0823,614000.0,699900.0,8.0,13.0,11.0,12.0,63.0,0.9586007728038668,3359.0,563680.084389328
20135,Bluemont,DC_Metro,Virginia,2023-11-30,-77.8467,39.0823,714500.0,649900.0,10.0,11.0,8.0,9.0,69.0,0.9662269710616292,3359.0,563865.754038143
20135,Bluemont,DC_Metro,Virginia,2023-12-31,-77.8467,39.0823,525000.0,599900.0,9.0,8.0,5.0,6.0,72.0,0.9572999833342736,3359.0,564352.3282305084
20176,Leesburg,DC_Metro,Virginia,2012-03-31,-77.5359,39.1821,400000.0,434945.0,163.0,202.0,294.0,200.0,36.0,0.9815545587084736,45420.0,399389.3601319717
20176,Leesburg,DC_Metro,Virginia,2012-04-30,-77.5359,39.1821,407250.0,448250.0,186.0,233.0,324.0,212.0,37.5,0.9796287867223296,45420.0,403698.2226696335
20176,Leesburg,DC_Metro,Virginia,2012-05-31,-77.5359,39.1821,446000.0,464999.5,234.0,277.0,352.0,217.0,29.5,0.9827147500987355,45420.0,406834.0547257531
20176,Leesburg,DC_Metro,Virginia,2012-06-30,-77.5359,39.1821,424500.0,472400.0,254.0,286.0,304.0,211.0,27.0,0.9848669263335164,45420.0,409343.3905611092
20176,Leesburg,DC_Metro,Virginia,2012-07-31,-77.5359,39.1821,445000.0,492500.0,261.0,284.0,294.0,232.0,26.0,0.9850386919622904,45420.0,411538.2749814554
20176,Leesburg,DC_Metro,Virginia,2012-08-31,-77.5359,39.1821,420000.0,474900.0,253.0,259.0,276.0,230.0,30.5,0.984496946129268,45420.0,415166.8218390448
20176,Leesburg,DC_Metro,Virginia,2012-09-30,-77.5359,39.1821,440887.5,464950.0,226.0,228.0,258.0,210.0,35.5,0.9851878056397176,45420.0,419180.4690582033
20176,Leesburg,DC_Metro,Virginia,2012-10-31,-77.5359,39.1821,410000.0,449000.0,211.0,217.0,230.0,191.0,39.0,0.9843215721772468,45420.0,423149.14192695153
20176,Leesburg,DC_Metro,Virginia,2012-11-30,-77.5359,39.1821,442500.0,465000.0,194.0,193.0,191.0,169.0,45.5,0.98458566422801,45420.0,427261.1914280618
20176,Leesburg,DC_Metro,Virginia,2012-12-31,-77.5359,39.1821,440000.0,475000.0,179.0,187.0,162.0,139.0,53.0,0.980173104239755,45420.0,430871.3843108155
20176,Leesburg,DC_Metro,Virginia,2013-01-31,-77.5359,39.1821,441000.0,486378.0,170.0,196.0,167.0,154.0,50.0,0.983153883045352,46270.0,434054.8713996685
20176,Leesburg,DC_Metro,Virginia,2013-02-28,-77.5359,39.1821,440000.0,495000.0,157.0,197.0,218.0,172.0,60.0,0.9812912508880268,46270.0,435969.1509528532
20176,Leesburg,DC_Metro,Virginia,2013-03-31,-77.5359,39.1821,450000.0,495000.0,183.0,236.0,313.0,186.0,43.0,0.9842691657191632,46270.0,437488.970248776
20176,Leesburg,DC_Metro,Virginia,2013-04-30,-77.5359,39.1821,468250.0,485000.0,228.0,282.0,383.0,217.0,32.0,0.9853515935797836,46270.0,439358.2221258533
20176,Leesburg,DC_Metro,Virginia,2013-05-31,-77.5359,39.1821,460000.0,499000.0,285.0,342.0,424.0,223.0,24.0,0.9857078959819532,46270.0,440987.2853337186
20176,Leesburg,DC_Metro,Virginia,2013-06-30,-77.5359,39.1821,451853.0,492210.0,329.0,368.0,416.0,225.0,18.0,0.9894652443854216,46270.0,443291.7327072854
20176,Leesburg,DC_Metro,Virginia,2013-07-31,-77.5359,39.1821,453000.0,477385.0,335.0,360.0,379.0,231.0,20.0,0.9899197374113394,46270.0,445280.2534230033
20176,Leesburg,DC_Metro,Virginia,2013-08-31,-77.5359,39.1821,450000.0,440000.0,335.0,347.0,339.0,230.0,20.0,0.9916525954432645,46270.0,448571.3659097392
20176,Leesburg,DC_Metro,Virginia,2013-09-30,-77.5359,39.1821,450000.0,433630.5,271.0,287.0,310.0,223.0,20.0,0.99035370781197,46270.0,452197.4396179524
20176,Leesburg,DC_Metro,Virginia,2013-10-31,-77.5359,39.1821,423500.0,445000.0,234.0,254.0,259.0,206.0,24.0,0.9908420427621408,46270.0,456211.1409872063
20176,Leesburg,DC_Metro,Virginia,2013-11-30,-77.5359,39.1821,412500.0,475000.0,184.0,220.0,205.0,178.0,32.0,0.9910147047458034,46270.0,460350.2559558439
20176,Leesburg,DC_Metro,Virginia,2013-12-31,-77.5359,39.1821,415000.0,477000.0,185.0,204.0,154.0,144.0,44.5,0.9890942506680864,46270.0,464350.66384844045
20176,Leesburg,DC_Metro,Virginia,2014-01-31,-77.5359,39.1821,456393.0,471037.0,165.0,191.0,177.0,164.0,49.5,0.9876367077074651,47889.0,468016.73816918256
20176,Leesburg,DC_Metro,Virginia,2014-02-28,-77.5359,39.1821,456393.0,474900.0,161.0,193.0,211.0,166.0,55.0,0.9866257145285702,47889.0,469976.9537983722
20176,Leesburg,DC_Metro,Virginia,2014-03-31,-77.5359,39.1821,467350.0,493450.0,170.0,203.0,284.0,194.0,43.0,0.9867124769687646,47889.0,471493.52857812674
20176,Leesburg,DC_Metro,Virginia,2014-04-30,-77.5359,39.1821,457239.0,509825.0,197.0,234.0,366.0,248.0,40.0,0.9861538723839142,47889.0,472457.1008595445
20176,Leesburg,DC_Metro,Virginia,2014-05-31,-77.5359,39.1821,440000.0,519000.0,223.0,262.0,419.0,274.0,28.0,0.9856386077911012,47889.0,473024.06394012336
20176,Leesburg,DC_Metro,Virginia,2014-06-30,-77.5359,39.1821,459527.0,499000.0,228.0,272.0,434.0,313.0,27.0,0.9878201068958412,47889.0,472754.0175200215
20176,Leesburg,DC_Metro,Virginia,2014-07-31,-77.5359,39.1821,475000.0,500000.0,237.0,254.0,383.0,351.0,27.5,0.9871966921885292,47889.0,472273.6064571855
20176,Leesburg,DC_Metro,Virginia,2014-08-31,-77.5359,39.1821,485175.0,519450.0,226.0,235.0,366.0,362.0,37.5,0.9867675999395704,47889.0,472331.6716790328
20176,Leesburg,DC_Metro,Virginia,2014-09-30,-77.5359,39.1821,463700.0,533500.0,205.0,231.0,318.0,347.0,43.0,0.9827523163811392,47889.0,472706.6698059221
20176,Leesburg,DC_Metro,Virginia,2014-10-31,-77.5359,39.1821,430000.0,522495.0,191.0,213.0,270.0,319.0,46.0,0.9840075485805811,47889.0,473127.7669591105
20176,Leesburg,DC_Metro,Virginia,2014-11-30,-77.5359,39.1821,432500.0,472200.0,185.0,213.0,208.0,278.0,49.0,0.9845994062845168,47889.0,473855.90376920014
20176,Leesburg,DC_Metro,Virginia,2014-12-31,-77.5359,39.1821,466000.0,499000.0,204.0,217.0,181.0,242.0,54.5,0.986498075600489,47889.0,474628.2561779148
20176,Leesburg,DC_Metro,Virginia,2015-01-31,-77.5359,39.1821,470000.0,499900.0,191.0,219.0,187.0,216.0,83.0,0.9836321787248092,48876.0,476443.4601586133
20176,Leesburg,DC_Metro,Virginia,2015-02-28,-77.5359,39.1821,478456.5,555000.0,180.0,212.0,229.0,245.0,93.0,0.980928644641956,48876.0,477250.4348438147
20176,Leesburg,DC_Metro,Virginia,2015-03-31,-77.5359,39.1821,456350.0,538950.0,178.0,223.0,334.0,284.0,89.0,0.9801309302585948,48876.0,477559.0749392984
20176,Leesburg,DC_Metro,Virginia,2015-04-30,-77.5359,39.1821,472495.0,549900.0,224.0,275.0,462.0,359.0,53.0,0.984073462800876,48876.0,475806.21107371576
20176,Leesburg,DC_Metro,Virginia,2015-05-31,-77.5359,39.1821,480000.0,538500.0,259.0,317.0,488.0,357.0,34.5,0.9872048006365666,48876.0,473847.5735079073
20176,Leesburg,DC_Metro,Virginia,2015-06-30,-77.5359,39.1821,452000.0,519000.0,291.0,327.0,441.0,364.0,29.5,0.9885777410416065,48876.0,471548.2167625926
20176,Leesburg,DC_Metro,Virginia,2015-07-31,-77.5359,39.1821,442500.0,494950.0,292.0,303.0,336.0,337.0,35.0,0.9855733091282932,48876.0,469916.2025513056
20176,Leesburg,DC_Metro,Virginia,2015-08-31,-77.5359,39.1821,437900.0,494000.0,289.0,283.0,299.0,329.0,37.5,0.9853297681269176,48876.0,469386.9706552634
20176,Leesburg,DC_Metro,Virginia,2015-09-30,-77.5359,39.1821,450000.0,469450.0,244.0,249.0,262.0,313.0,46.0,0.9824058505306706,48876.0,469723.20867239527
20176,Leesburg,DC_Metro,Virginia,2015-10-31,-77.5359,39.1821,482000.0,465000.0,208.0,220.0,245.0,294.0,57.0,0.9832435316107984,48876.0,470541.2541588251
20176,Leesburg,DC_Metro,Virginia,2015-11-30,-77.5359,39.1821,465000.0,452500.0,179.0,200.0,204.0,241.0,67.0,0.9818630491465752,48876.0,471425.8667336677
20176,Leesburg,DC_Metro,Virginia,2015-12-31,-77.5359,39.1821,425000.0,479000.0,171.0,181.0,168.0,211.0,64.0,0.9847257881665156,48876.0,472204.3989809202
20176,Leesburg,DC_Metro,Virginia,2016-01-31,-77.5359,39.1821,419950.0,467000.0,156.0,177.0,155.0,197.0,56.0,0.9827850047334716,50629.0,474355.83402816526
20176,Leesburg,DC_Metro,Virginia,2016-02-29,-77.5359,39.1821,430500.0,500000.0,152.0,173.0,198.0,207.0,65.0,0.9814461025515374,50629.0,475969.4164902067
20176,Leesburg,DC_Metro,Virginia,2016-03-31,-77.5359,39.1821,495000.0,531500.0,171.0,210.0,308.0,242.0,76.0,0.9812339168479026,50629.0,476680.1122034026
20176,Leesburg,DC_Metro,Virginia,2016-04-30,-77.5359,39.1821,460950.0,549900.0,224.0,274.0,423.0,274.0,53.5,0.986249590198572,50629.0,475639.8852715413
20176,Leesburg,DC_Metro,Virginia,2016-05-31,-77.5359,39.1821,481975.0,525000.0,276.0,327.0,453.0,287.0,33.0,0.9869920454700016,50629.0,474469.6834912564
20176,Leesburg,DC_Metro,Virginia,2016-06-30,-77.5359,39.1821,490000.0,510000.0,315.0,350.0,427.0,289.0,24.0,0.9870320035704688,50629.0,473904.7650536301
20176,Leesburg,DC_Metro,Virginia,2016-07-31,-77.5359,39.1821,505000.0,499900.0,301.0,318.0,335.0,277.0,24.5,0.9851646474800244,50629.0,473593.0998004024
20176,Leesburg,DC_Metro,Virginia,2016-08-31,-77.5359,39.1821,501450.0,495000.0,286.0,291.0,307.0,269.0,35.0,0.984858253147018,50629.0,474013.1351287497
20176,Leesburg,DC_Metro,Virginia,2016-09-30,-77.5359,39.1821,434950.0,455000.0,260.0,253.0,287.0,266.0,40.0,0.9833658264667046,50629.0,474125.46846371633
20176,Leesburg,DC_Metro,Virginia,2016-10-31,-77.5359,39.1821,432950.0,449990.0,248.0,239.0,247.0,201.0,43.0,0.9827781857031324,50629.0,475400.2219301176
20176,Leesburg,DC_Metro,Virginia,2016-11-30,-77.5359,39.1821,439450.0,460000.0,246.0,239.0,217.0,171.0,35.0,0.9829447924621878,50629.0,477349.92327269417
20176,Leesburg,DC_Metro,Virginia,2016-12-31,-77.5359,39.1821,475000.0,463750.0,236.0,226.0,148.0,130.0,47.0,0.9813394868070012,50629.0,480576.9045563913
20176,Leesburg,DC_Metro,Virginia,2017-01-31,-77.5359,39.1821,487000.0,519838.5,221.0,224.0,168.0,128.0,57.5,0.982292507140942,51588.0,483916.2571775915
